community_board,complaint_type,count,date,ingested_at,rolling_avg,rank,board_num,borough,borough_code,BoroCD
0 Unspecified,Building/Use,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.20833333333333334,0.0,,,
0 Unspecified,Consumer Complaint,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.22972972972972974,0.0,,,
0 Unspecified,Dead/Dying Tree,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.16666666666666666,0.0,,,
0 Unspecified,Ferry Complaint,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,1.0,0.0,,,
0 Unspecified,Ferry Inquiry,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,2.0,1.0,0.0,,,
0 Unspecified,For Hire Vehicle Complaint,2,2026-09-17,2026-09-19T17:48:57.925768+00:00,3.0,0.62,0.0,,,
0 Unspecified,Mobile Food Vendor,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.4375,0.0,,,
0 Unspecified,Overgrown Tree/Branches,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.5,0.38461538461538464,0.0,,,
0 Unspecified,Street Light Condition,3,2026-09-17,2026-09-19T17:48:57.925768+00:00,2.0,0.3114754098360656,0.0,,,
0 Unspecified,Vendor Enforcement,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.2903225806451613,0.0,,,
01 BRONX,APPLIANCE,2,2026-09-17,2026-09-19T17:48:57.925768+00:00,3.0,0.6625,1.0,BRONX,2.0,201.0
01 BRONX,Abandoned Vehicle,2,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.5,0.125,1.0,BRONX,2.0,201.0
01 BRONX,Animal-Abuse,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,2.0,0.8863636363636364,1.0,BRONX,2.0,201.0
01 BRONX,Blocked Driveway,4,2026-09-17,2026-09-19T17:48:57.925768+00:00,4.5,0.28703703703703703,1.0,BRONX,2.0,201.0
01 BRONX,Building/Use,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.20833333333333334,1.0,BRONX,2.0,201.0
01 BRONX,Cannabis Retailer,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.36363636363636365,1.0,BRONX,2.0,201.0
01 BRONX,Consumer Complaint,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.22972972972972974,1.0,BRONX,2.0,201.0
01 BRONX,DOOR/WINDOW,8,2026-09-17,2026-09-19T17:48:57.925768+00:00,4.5,0.6710526315789473,1.0,BRONX,2.0,201.0
01 BRONX,Dirty Condition,4,2026-09-17,2026-09-19T17:48:57.925768+00:00,4.5,0.5583333333333333,1.0,BRONX,2.0,201.0
01 BRONX,Drug Activity,2,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.5,0.625,1.0,BRONX,2.0,201.0
01 BRONX,ELECTRIC,4,2026-09-17,2026-09-19T17:48:57.925768+00:00,3.0,0.65,1.0,BRONX,2.0,201.0
01 BRONX,FLOORING/STAIRS,2,2026-09-17,2026-09-19T17:48:57.925768+00:00,2.5,0.5952380952380952,1.0,BRONX,2.0,201.0
01 BRONX,Food Establishment,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.24074074074074073,1.0,BRONX,2.0,201.0
01 BRONX,GENERAL,4,2026-09-17,2026-09-19T17:48:57.925768+00:00,3.5,0.5638297872340425,1.0,BRONX,2.0,201.0
01 BRONX,General Construction/Plumbing,2,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.5,0.2978723404255319,1.0,BRONX,2.0,201.0
01 BRONX,Graffiti,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.3055555555555556,1.0,BRONX,2.0,201.0
01 BRONX,HEAT/HOT WATER,2,2026-09-17,2026-09-19T17:48:57.925768+00:00,3.5,0.627906976744186,1.0,BRONX,2.0,201.0
01 BRONX,Illegal Dumping,3,2026-09-17,2026-09-19T17:48:57.925768+00:00,3.0,0.5714285714285714,1.0,BRONX,2.0,201.0
01 BRONX,Illegal Parking,25,2026-09-17,2026-09-19T17:48:57.925768+00:00,24.0,0.4153846153846154,1.0,BRONX,2.0,201.0
01 BRONX,Maintenance or Facility,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.06666666666666667,1.0,BRONX,2.0,201.0
01 BRONX,Noise - Commercial,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,2.0,0.35365853658536583,1.0,BRONX,2.0,201.0
01 BRONX,Noise - Residential,23,2026-09-17,2026-09-19T17:48:57.925768+00:00,19.5,0.8360655737704918,1.0,BRONX,2.0,201.0
01 BRONX,Noise - Street/Sidewalk,8,2026-09-17,2026-09-19T17:48:57.925768+00:00,5.5,0.4406779661016949,1.0,BRONX,2.0,201.0
01 BRONX,PAINT/PLASTER,8,2026-09-17,2026-09-19T17:48:57.925768+00:00,8.0,0.7980769230769231,1.0,BRONX,2.0,201.0
01 BRONX,PLUMBING,4,2026-09-17,2026-09-19T17:48:57.925768+00:00,4.0,0.46938775510204084,1.0,BRONX,2.0,201.0
01 BRONX,Rodent,2,2026-09-17,2026-09-19T17:48:57.925768+00:00,3.5,0.8452380952380952,1.0,BRONX,2.0,201.0
01 BRONX,Sewer Maintenance,2,2026-09-17,2026-09-19T17:48:57.925768+00:00,2.0,0.6486486486486487,1.0,BRONX,2.0,201.0
01 BRONX,Special Projects Inspection Team (SPIT),1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.38461538461538464,1.0,BRONX,2.0,201.0
01 BRONX,Street Condition,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,2.0,0.15151515151515152,1.0,BRONX,2.0,201.0
01 BRONX,Street Light Condition,5,2026-09-17,2026-09-19T17:48:57.925768+00:00,3.5,0.5901639344262295,1.0,BRONX,2.0,201.0
01 BRONX,Street Sign - Missing,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.55,1.0,BRONX,2.0,201.0
01 BRONX,Traffic Signal Condition,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.09,1.0,BRONX,2.0,201.0
01 BRONX,UNSANITARY CONDITION,8,2026-09-17,2026-09-19T17:48:57.925768+00:00,12.5,0.7321428571428571,1.0,BRONX,2.0,201.0
01 BRONX,Urinating in Public,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.4375,1.0,BRONX,2.0,201.0
01 BRONX,Vendor Enforcement,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.2903225806451613,1.0,BRONX,2.0,201.0
01 BRONX,WATER LEAK,4,2026-09-17,2026-09-19T17:48:57.925768+00:00,3.0,0.45348837209302323,1.0,BRONX,2.0,201.0
01 BRONX,Water Maintenance,3,2026-09-17,2026-09-19T17:48:57.925768+00:00,3.5,0.47368421052631576,1.0,BRONX,2.0,201.0
01 BROOKLYN,Abandoned Bike,2,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.5,0.6666666666666666,1.0,BROOKLYN,3.0,301.0
01 BROOKLYN,Abandoned Vehicle,4,2026-09-17,2026-09-19T17:48:57.925768+00:00,5.0,0.6666666666666666,1.0,BROOKLYN,3.0,301.0
01 BROOKLYN,Animal Facility - No Permit,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,1.0,1.0,BROOKLYN,3.0,301.0
01 BROOKLYN,Animal in a Park,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.5,0.8,1.0,BROOKLYN,3.0,301.0
01 BROOKLYN,Animal-Abuse,3,2026-09-17,2026-09-19T17:48:57.925768+00:00,3.5,1.0,1.0,BROOKLYN,3.0,301.0
01 BROOKLYN,Blocked Driveway,13,2026-09-17,2026-09-19T17:48:57.925768+00:00,12.0,0.6851851851851852,1.0,BROOKLYN,3.0,301.0
01 BROOKLYN,Broken Parking Meter,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.3333333333333333,1.0,BROOKLYN,3.0,301.0
01 BROOKLYN,Consumer Complaint,4,2026-09-17,2026-09-19T17:48:57.925768+00:00,2.5,0.8513513513513513,1.0,BROOKLYN,3.0,301.0
01 BROOKLYN,DOOR/WINDOW,2,2026-09-17,2026-09-19T17:48:57.925768+00:00,2.0,0.23684210526315788,1.0,BROOKLYN,3.0,301.0
01 BROOKLYN,Dead Animal,2,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.5,0.3620689655172414,1.0,BROOKLYN,3.0,301.0
01 BROOKLYN,Dead/Dying Tree,3,2026-09-17,2026-09-19T17:48:57.925768+00:00,2.0,0.6666666666666666,1.0,BROOKLYN,3.0,301.0
01 BROOKLYN,Dirty Condition,8,2026-09-17,2026-09-19T17:48:57.925768+00:00,10.5,0.9666666666666667,1.0,BROOKLYN,3.0,301.0
01 BROOKLYN,Drug Activity,7,2026-09-17,2026-09-19T17:48:57.925768+00:00,6.0,0.9375,1.0,BROOKLYN,3.0,301.0
01 BROOKLYN,Elevator,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.5,0.4090909090909091,1.0,BROOKLYN,3.0,301.0
01 BROOKLYN,Emergency Response Team (ERT),1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.4375,1.0,BROOKLYN,3.0,301.0
01 BROOKLYN,Encampment,5,2026-09-17,2026-09-19T17:48:57.925768+00:00,5.0,0.6707317073170732,1.0,BROOKLYN,3.0,301.0
01 BROOKLYN,Food Establishment,2,2026-09-17,2026-09-19T17:48:57.925768+00:00,2.0,0.6481481481481481,1.0,BROOKLYN,3.0,301.0
01 BROOKLYN,Food Poisoning,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.5,1.0,BROOKLYN,3.0,301.0
01 BROOKLYN,For Hire Vehicle Complaint,7,2026-09-17,2026-09-19T17:48:57.925768+00:00,4.5,0.86,1.0,BROOKLYN,3.0,301.0
01 BROOKLYN,GENERAL,2,2026-09-17,2026-09-19T17:48:57.925768+00:00,4.0,0.6702127659574468,1.0,BROOKLYN,3.0,301.0
01 BROOKLYN,General Construction/Plumbing,7,2026-09-17,2026-09-19T17:48:57.925768+00:00,6.5,0.9361702127659575,1.0,BROOKLYN,3.0,301.0
01 BROOKLYN,Graffiti,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.5,0.6388888888888888,1.0,BROOKLYN,3.0,301.0
01 BROOKLYN,HEAT/HOT WATER,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,4.0,0.7558139534883721,1.0,BROOKLYN,3.0,301.0
01 BROOKLYN,Homeless Person Assistance,13,2026-09-17,2026-09-19T17:48:57.925768+00:00,8.0,0.8888888888888888,1.0,BROOKLYN,3.0,301.0
01 BROOKLYN,Illegal Dumping,5,2026-09-17,2026-09-19T17:48:57.925768+00:00,5.5,0.8877551020408163,1.0,BROOKLYN,3.0,301.0
01 BROOKLYN,Illegal Parking,73,2026-09-17,2026-09-19T17:48:57.925768+00:00,73.5,0.9538461538461539,1.0,BROOKLYN,3.0,301.0
01 BROOKLYN,Illegal Tree Damage,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.5,0.75,1.0,BROOKLYN,3.0,301.0
01 BROOKLYN,Indoor Air Quality,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.29310344827586204,1.0,BROOKLYN,3.0,301.0
01 BROOKLYN,Lead,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.5,0.39705882352941174,1.0,BROOKLYN,3.0,301.0
01 BROOKLYN,Litter Basket Request,2,2026-09-17,2026-09-19T17:48:57.925768+00:00,2.0,0.8181818181818182,1.0,BROOKLYN,3.0,301.0
01 BROOKLYN,Maintenance or Facility,6,2026-09-17,2026-09-19T17:48:57.925768+00:00,6.5,0.9555555555555556,1.0,BROOKLYN,3.0,301.0
01 BROOKLYN,Missed Collection,11,2026-09-17,2026-09-19T17:48:57.925768+00:00,7.0,0.9166666666666666,1.0,BROOKLYN,3.0,301.0
01 BROOKLYN,Mosquitoes,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.5,1.0,BROOKLYN,3.0,301.0
01 BROOKLYN,Noise,4,2026-09-17,2026-09-19T17:48:57.925768+00:00,5.0,0.7222222222222222,1.0,BROOKLYN,3.0,301.0
01 BROOKLYN,Noise - Commercial,8,2026-09-17,2026-09-19T17:48:57.925768+00:00,10.0,0.9512195121951219,1.0,BROOKLYN,3.0,301.0
01 BROOKLYN,Noise - Residential,17,2026-09-17,2026-09-19T17:48:57.925768+00:00,19.5,0.8360655737704918,1.0,BROOKLYN,3.0,301.0
01 BROOKLYN,Noise - Street/Sidewalk,12,2026-09-17,2026-09-19T17:48:57.925768+00:00,13.0,0.8135593220338984,1.0,BROOKLYN,3.0,301.0
01 BROOKLYN,Noise - Vehicle,3,2026-09-17,2026-09-19T17:48:57.925768+00:00,2.5,0.5,1.0,BROOKLYN,3.0,301.0
01 BROOKLYN,Non-Emergency Police Matter,2,2026-09-17,2026-09-19T17:48:57.925768+00:00,3.0,0.8676470588235294,1.0,BROOKLYN,3.0,301.0
01 BROOKLYN,Obstruction,4,2026-09-17,2026-09-19T17:48:57.925768+00:00,2.5,0.6777777777777778,1.0,BROOKLYN,3.0,301.0
01 BROOKLYN,Overgrown Tree/Branches,2,2026-09-17,2026-09-19T17:48:57.925768+00:00,2.0,0.46153846153846156,1.0,BROOKLYN,3.0,301.0
01 BROOKLYN,PAINT/PLASTER,6,2026-09-17,2026-09-19T17:48:57.925768+00:00,4.0,0.5480769230769231,1.0,BROOKLYN,3.0,301.0
01 BROOKLYN,PLUMBING,2,2026-09-17,2026-09-19T17:48:57.925768+00:00,6.0,0.673469387755102,1.0,BROOKLYN,3.0,301.0
01 BROOKLYN,Panhandling,3,2026-09-17,2026-09-19T17:48:57.925768+00:00,2.5,0.782608695652174,1.0,BROOKLYN,3.0,301.0
01 BROOKLYN,Real Time Enforcement,2,2026-09-17,2026-09-19T17:48:57.925768+00:00,2.0,0.75,1.0,BROOKLYN,3.0,301.0
01 BROOKLYN,Residential Disposal Complaint,3,2026-09-17,2026-09-19T17:48:57.925768+00:00,3.5,0.9464285714285714,1.0,BROOKLYN,3.0,301.0
01 BROOKLYN,Rodent,2,2026-09-17,2026-09-19T17:48:57.925768+00:00,2.5,0.5595238095238095,1.0,BROOKLYN,3.0,301.0
01 BROOKLYN,Root/Sewer/Sidewalk Condition,4,2026-09-17,2026-09-19T17:48:57.925768+00:00,2.5,0.8214285714285714,1.0,BROOKLYN,3.0,301.0
01 BROOKLYN,Sewer Maintenance,4,2026-09-17,2026-09-19T17:48:57.925768+00:00,4.5,1.0,1.0,BROOKLYN,3.0,301.0
01 BROOKLYN,Sidewalk Condition,3,2026-09-17,2026-09-19T17:48:57.925768+00:00,3.0,0.6956521739130435,1.0,BROOKLYN,3.0,301.0
01 BROOKLYN,Special Projects Inspection Team (SPIT),3,2026-09-17,2026-09-19T17:48:57.925768+00:00,3.0,1.0,1.0,BROOKLYN,3.0,301.0
01 BROOKLYN,Standing Water,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.35714285714285715,1.0,BROOKLYN,3.0,301.0
01 BROOKLYN,Street Condition,7,2026-09-17,2026-09-19T17:48:57.925768+00:00,6.0,0.6742424242424242,1.0,BROOKLYN,3.0,301.0
01 BROOKLYN,Street Light Condition,2,2026-09-17,2026-09-19T17:48:57.925768+00:00,2.5,0.4098360655737705,1.0,BROOKLYN,3.0,301.0
01 BROOKLYN,Street Sign - Damaged,2,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.5,0.78125,1.0,BROOKLYN,3.0,301.0
01 BROOKLYN,Traffic Signal Condition,4,2026-09-17,2026-09-19T17:48:57.925768+00:00,4.0,0.86,1.0,BROOKLYN,3.0,301.0
01 BROOKLYN,UNSANITARY CONDITION,7,2026-09-17,2026-09-19T17:48:57.925768+00:00,11.0,0.6696428571428571,1.0,BROOKLYN,3.0,301.0
01 BROOKLYN,Unsanitary Pigeon Condition,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.5,0.8571428571428571,1.0,BROOKLYN,3.0,301.0
01 BROOKLYN,Urinating in Public,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.5,0.875,1.0,BROOKLYN,3.0,301.0
01 BROOKLYN,WATER LEAK,2,2026-09-17,2026-09-19T17:48:57.925768+00:00,4.0,0.7325581395348837,1.0,BROOKLYN,3.0,301.0
01 BROOKLYN,Water Conservation,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.45,1.0,BROOKLYN,3.0,301.0
01 BROOKLYN,Water Maintenance,2,2026-09-17,2026-09-19T17:48:57.925768+00:00,4.5,0.7105263157894737,1.0,BROOKLYN,3.0,301.0
01 MANHATTAN,Air Quality,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,2.0,0.7692307692307693,1.0,MANHATTAN,1.0,101.0
01 MANHATTAN,Animal in a Park,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.4,1.0,MANHATTAN,1.0,101.0
01 MANHATTAN,Building/Use,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.20833333333333334,1.0,MANHATTAN,1.0,101.0
01 MANHATTAN,Consumer Complaint,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.22972972972972974,1.0,MANHATTAN,1.0,101.0
01 MANHATTAN,Dirty Condition,3,2026-09-17,2026-09-19T17:48:57.925768+00:00,2.0,0.15833333333333333,1.0,MANHATTAN,1.0,101.0
01 MANHATTAN,Drinking Water,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.6666666666666666,1.0,MANHATTAN,1.0,101.0
01 MANHATTAN,Drug Activity,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.25,1.0,MANHATTAN,1.0,101.0
01 MANHATTAN,Encampment,7,2026-09-17,2026-09-19T17:48:57.925768+00:00,6.5,0.7560975609756098,1.0,MANHATTAN,1.0,101.0
01 MANHATTAN,Food Establishment,4,2026-09-17,2026-09-19T17:48:57.925768+00:00,3.0,0.8888888888888888,1.0,MANHATTAN,1.0,101.0
01 MANHATTAN,Food Poisoning,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.5,1.0,MANHATTAN,1.0,101.0
01 MANHATTAN,For Hire Vehicle Complaint,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,4.5,0.86,1.0,MANHATTAN,1.0,101.0
01 MANHATTAN,GENERAL,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.07446808510638298,1.0,MANHATTAN,1.0,101.0
01 MANHATTAN,General Construction/Plumbing,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,2.0,0.4787234042553192,1.0,MANHATTAN,1.0,101.0
01 MANHATTAN,Green Taxi Complaint,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.75,1.0,MANHATTAN,1.0,101.0
01 MANHATTAN,HEAT/HOT WATER,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.09302325581395349,1.0,MANHATTAN,1.0,101.0
01 MANHATTAN,Homeless Person Assistance,13,2026-09-17,2026-09-19T17:48:57.925768+00:00,9.5,0.9166666666666666,1.0,MANHATTAN,1.0,101.0
01 MANHATTAN,Illegal Parking,18,2026-09-17,2026-09-19T17:48:57.925768+00:00,29.0,0.5461538461538461,1.0,MANHATTAN,1.0,101.0
01 MANHATTAN,Litter Basket Request,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.3409090909090909,1.0,MANHATTAN,1.0,101.0
01 MANHATTAN,Lost Property,2,2026-09-17,2026-09-19T17:48:57.925768+00:00,2.0,0.6111111111111112,1.0,MANHATTAN,1.0,101.0
01 MANHATTAN,Maintenance or Facility,2,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.5,0.24444444444444444,1.0,MANHATTAN,1.0,101.0
01 MANHATTAN,Noise,18,2026-09-17,2026-09-19T17:48:57.925768+00:00,13.5,1.0,1.0,MANHATTAN,1.0,101.0
01 MANHATTAN,Noise - Commercial,2,2026-09-17,2026-09-19T17:48:57.925768+00:00,2.0,0.35365853658536583,1.0,MANHATTAN,1.0,101.0
01 MANHATTAN,Noise - Residential,3,2026-09-17,2026-09-19T17:48:57.925768+00:00,4.5,0.13934426229508196,1.0,MANHATTAN,1.0,101.0
01 MANHATTAN,Noise - Street/Sidewalk,6,2026-09-17,2026-09-19T17:48:57.925768+00:00,4.5,0.3220338983050847,1.0,MANHATTAN,1.0,101.0
01 MANHATTAN,Noise - Vehicle,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,2.0,0.3625,1.0,MANHATTAN,1.0,101.0
01 MANHATTAN,Non-Emergency Police Matter,4,2026-09-17,2026-09-19T17:48:57.925768+00:00,3.0,0.8676470588235294,1.0,MANHATTAN,1.0,101.0
01 MANHATTAN,Panhandling,3,2026-09-17,2026-09-19T17:48:57.925768+00:00,2.5,0.782608695652174,1.0,MANHATTAN,1.0,101.0
01 MANHATTAN,Sewer Maintenance,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.5,0.40540540540540543,1.0,MANHATTAN,1.0,101.0
01 MANHATTAN,Sidewalk Condition,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,2.0,0.42391304347826086,1.0,MANHATTAN,1.0,101.0
01 MANHATTAN,Street Condition,4,2026-09-17,2026-09-19T17:48:57.925768+00:00,7.5,0.7348484848484849,1.0,MANHATTAN,1.0,101.0
01 MANHATTAN,Street Light Condition,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.04918032786885246,1.0,MANHATTAN,1.0,101.0
01 MANHATTAN,Taxi Complaint,6,2026-09-17,2026-09-19T17:48:57.925768+00:00,3.5,0.7307692307692307,1.0,MANHATTAN,1.0,101.0
01 MANHATTAN,Traffic,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.32608695652173914,1.0,MANHATTAN,1.0,101.0
01 MANHATTAN,Traffic Signal Condition,2,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.5,0.23,1.0,MANHATTAN,1.0,101.0
01 MANHATTAN,UNSANITARY CONDITION,2,2026-09-17,2026-09-19T17:48:57.925768+00:00,2.0,0.017857142857142856,1.0,MANHATTAN,1.0,101.0
01 MANHATTAN,Vendor Enforcement,25,2026-09-17,2026-09-19T17:48:57.925768+00:00,26.5,1.0,1.0,MANHATTAN,1.0,101.0
01 MANHATTAN,Violation of Park Rules,2,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.5,0.6818181818181818,1.0,MANHATTAN,1.0,101.0
01 MANHATTAN,Water Maintenance,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,3.0,0.39473684210526316,1.0,MANHATTAN,1.0,101.0
01 QUEENS,APPLIANCE,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.125,1.0,QUEENS,4.0,401.0
01 QUEENS,Abandoned Vehicle,5,2026-09-17,2026-09-19T17:48:57.925768+00:00,5.0,0.6666666666666666,1.0,QUEENS,4.0,401.0
01 QUEENS,BEST/Site Safety,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.5,1.0,QUEENS,4.0,401.0
01 QUEENS,Blocked Driveway,17,2026-09-17,2026-09-19T17:48:57.925768+00:00,24.0,0.9444444444444444,1.0,QUEENS,4.0,401.0
01 QUEENS,Building/Use,6,2026-09-17,2026-09-19T17:48:57.925768+00:00,4.5,0.9166666666666666,1.0,QUEENS,4.0,401.0
01 QUEENS,Cannabis Retailer,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.36363636363636365,1.0,QUEENS,4.0,401.0
01 QUEENS,Consumer Complaint,2,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.5,0.5540540540540541,1.0,QUEENS,4.0,401.0
01 QUEENS,DOOR/WINDOW,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.05263157894736842,1.0,QUEENS,4.0,401.0
01 QUEENS,Damaged Tree,2,2026-09-17,2026-09-19T17:48:57.925768+00:00,2.0,0.40789473684210525,1.0,QUEENS,4.0,401.0
01 QUEENS,Dead Animal,3,2026-09-17,2026-09-19T17:48:57.925768+00:00,2.0,0.6724137931034483,1.0,QUEENS,4.0,401.0
01 QUEENS,Dead/Dying Tree,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.16666666666666666,1.0,QUEENS,4.0,401.0
01 QUEENS,Derelict Vehicles,2,2026-09-17,2026-09-19T17:48:57.925768+00:00,2.0,0.6764705882352942,1.0,QUEENS,4.0,401.0
01 QUEENS,Dirty Condition,13,2026-09-17,2026-09-19T17:48:57.925768+00:00,10.0,0.9416666666666667,1.0,QUEENS,4.0,401.0
01 QUEENS,ELECTRIC,2,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.5,0.25,1.0,QUEENS,4.0,401.0
01 QUEENS,Elevator,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.16666666666666666,1.0,QUEENS,4.0,401.0
01 QUEENS,Encampment,2,2026-09-17,2026-09-19T17:48:57.925768+00:00,2.5,0.5365853658536586,1.0,QUEENS,4.0,401.0
01 QUEENS,FLOORING/STAIRS,2,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.5,0.3333333333333333,1.0,QUEENS,4.0,401.0
01 QUEENS,Food Establishment,3,2026-09-17,2026-09-19T17:48:57.925768+00:00,2.0,0.6481481481481481,1.0,QUEENS,4.0,401.0
01 QUEENS,For Hire Vehicle Complaint,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.5,0.3,1.0,QUEENS,4.0,401.0
01 QUEENS,GENERAL,19,2026-09-17,2026-09-19T17:48:57.925768+00:00,12.5,1.0,1.0,QUEENS,4.0,401.0
01 QUEENS,General Construction/Plumbing,3,2026-09-17,2026-09-19T17:48:57.925768+00:00,4.5,0.8297872340425532,1.0,QUEENS,4.0,401.0
01 QUEENS,HEAT/HOT WATER,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.09302325581395349,1.0,QUEENS,4.0,401.0
01 QUEENS,Harboring Bees/Wasps,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.6666666666666666,1.0,QUEENS,4.0,401.0
01 QUEENS,Illegal Dumping,5,2026-09-17,2026-09-19T17:48:57.925768+00:00,6.0,0.9285714285714286,1.0,QUEENS,4.0,401.0
01 QUEENS,Illegal Parking,54,2026-09-17,2026-09-19T17:48:57.925768+00:00,59.0,0.8615384615384616,1.0,QUEENS,4.0,401.0
01 QUEENS,Indoor Air Quality,2,2026-09-17,2026-09-19T17:48:57.925768+00:00,2.0,0.8103448275862069,1.0,QUEENS,4.0,401.0
01 QUEENS,Lead,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.14705882352941177,1.0,QUEENS,4.0,401.0
01 QUEENS,Litter Basket Request,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.3409090909090909,1.0,QUEENS,4.0,401.0
01 QUEENS,Maintenance or Facility,11,2026-09-17,2026-09-19T17:48:57.925768+00:00,7.5,1.0,1.0,QUEENS,4.0,401.0
01 QUEENS,Missed Collection,2,2026-09-17,2026-09-19T17:48:57.925768+00:00,3.5,0.5729166666666666,1.0,QUEENS,4.0,401.0
01 QUEENS,Noise,7,2026-09-17,2026-09-19T17:48:57.925768+00:00,8.0,0.8888888888888888,1.0,QUEENS,4.0,401.0
01 QUEENS,Noise - Commercial,4,2026-09-17,2026-09-19T17:48:57.925768+00:00,5.5,0.8292682926829268,1.0,QUEENS,4.0,401.0
01 QUEENS,Noise - Residential,22,2026-09-17,2026-09-19T17:48:57.925768+00:00,21.5,0.8934426229508197,1.0,QUEENS,4.0,401.0
