community_board,complaint_type,count,date,ingested_at,rolling_avg,rank,board_num,borough,borough_code,BoroCD
03 STATEN ISLAND,Homeless Person Assistance,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,2.0,0.4861111111111111,3.0,STATEN ISLAND,5.0,503.0
03 STATEN ISLAND,Illegal Dumping,5,2026-09-17,2026-09-19T17:48:57.925768+00:00,3.5,0.6632653061224489,3.0,STATEN ISLAND,5.0,503.0
03 STATEN ISLAND,Illegal Parking,20,2026-09-17,2026-09-19T17:48:57.925768+00:00,19.5,0.2923076923076923,3.0,STATEN ISLAND,5.0,503.0
03 STATEN ISLAND,Indoor Air Quality,2,2026-09-17,2026-09-19T17:48:57.925768+00:00,2.0,0.8103448275862069,3.0,STATEN ISLAND,5.0,503.0
03 STATEN ISLAND,Industrial Waste,2,2026-09-17,2026-09-19T17:48:57.925768+00:00,2.0,1.0,3.0,STATEN ISLAND,5.0,503.0
03 STATEN ISLAND,Lead,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.14705882352941177,3.0,STATEN ISLAND,5.0,503.0
03 STATEN ISLAND,Litter Basket Request,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.3409090909090909,3.0,STATEN ISLAND,5.0,503.0
03 STATEN ISLAND,Maintenance or Facility,2,2026-09-17,2026-09-19T17:48:57.925768+00:00,2.0,0.4444444444444444,3.0,STATEN ISLAND,5.0,503.0
03 STATEN ISLAND,Missed Collection,8,2026-09-17,2026-09-19T17:48:57.925768+00:00,7.0,0.9166666666666666,3.0,STATEN ISLAND,5.0,503.0
03 STATEN ISLAND,Mosquitoes,2,2026-09-17,2026-09-19T17:48:57.925768+00:00,2.0,1.0,3.0,STATEN ISLAND,5.0,503.0
03 STATEN ISLAND,New Tree Request,3,2026-09-17,2026-09-19T17:48:57.925768+00:00,2.0,1.0,3.0,STATEN ISLAND,5.0,503.0
03 STATEN ISLAND,Noise,3,2026-09-17,2026-09-19T17:48:57.925768+00:00,2.0,0.26851851851851855,3.0,STATEN ISLAND,5.0,503.0
03 STATEN ISLAND,Noise - Residential,5,2026-09-17,2026-09-19T17:48:57.925768+00:00,4.5,0.13934426229508196,3.0,STATEN ISLAND,5.0,503.0
03 STATEN ISLAND,Noise - Street/Sidewalk,2,2026-09-17,2026-09-19T17:48:57.925768+00:00,2.0,0.09322033898305085,3.0,STATEN ISLAND,5.0,503.0
03 STATEN ISLAND,Obstruction,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,2.0,0.5222222222222223,3.0,STATEN ISLAND,5.0,503.0
03 STATEN ISLAND,Overgrown Tree/Branches,7,2026-09-17,2026-09-19T17:48:57.925768+00:00,6.0,0.8974358974358975,3.0,STATEN ISLAND,5.0,503.0
03 STATEN ISLAND,Plumbing,2,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.5,0.8125,3.0,STATEN ISLAND,5.0,503.0
03 STATEN ISLAND,Poison Ivy,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.75,3.0,STATEN ISLAND,5.0,503.0
03 STATEN ISLAND,Residential Disposal Complaint,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.19642857142857142,3.0,STATEN ISLAND,5.0,503.0
03 STATEN ISLAND,Rodent,2,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.5,0.23809523809523808,3.0,STATEN ISLAND,5.0,503.0
03 STATEN ISLAND,Root/Sewer/Sidewalk Condition,2,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.5,0.5535714285714286,3.0,STATEN ISLAND,5.0,503.0
03 STATEN ISLAND,Sewer Maintenance,3,2026-09-17,2026-09-19T17:48:57.925768+00:00,3.0,0.8783783783783784,3.0,STATEN ISLAND,5.0,503.0
03 STATEN ISLAND,Smoking or Vaping,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.4166666666666667,3.0,STATEN ISLAND,5.0,503.0
03 STATEN ISLAND,Special Projects Inspection Team (SPIT),1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.38461538461538464,3.0,STATEN ISLAND,5.0,503.0
03 STATEN ISLAND,Street Condition,11,2026-09-17,2026-09-19T17:48:57.925768+00:00,10.0,0.8787878787878788,3.0,STATEN ISLAND,5.0,503.0
03 STATEN ISLAND,Street Light Condition,20,2026-09-17,2026-09-19T17:48:57.925768+00:00,15.0,0.9836065573770492,3.0,STATEN ISLAND,5.0,503.0
03 STATEN ISLAND,Street Sign - Dangling,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.45454545454545453,3.0,STATEN ISLAND,5.0,503.0
03 STATEN ISLAND,Traffic Signal Condition,6,2026-09-17,2026-09-19T17:48:57.925768+00:00,3.5,0.75,3.0,STATEN ISLAND,5.0,503.0
03 STATEN ISLAND,Unleashed Dog,2,2026-09-17,2026-09-19T17:48:57.925768+00:00,2.0,1.0,3.0,STATEN ISLAND,5.0,503.0
03 STATEN ISLAND,Unsanitary Pigeon Condition,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.42857142857142855,3.0,STATEN ISLAND,5.0,503.0
03 STATEN ISLAND,Water Conservation,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.45,3.0,STATEN ISLAND,5.0,503.0
03 STATEN ISLAND,Water Maintenance,6,2026-09-17,2026-09-19T17:48:57.925768+00:00,4.5,0.7105263157894737,3.0,STATEN ISLAND,5.0,503.0
04 BRONX,APPLIANCE,3,2026-09-17,2026-09-19T17:48:57.925768+00:00,4.5,0.8125,4.0,BRONX,2.0,204.0
04 BRONX,Abandoned Vehicle,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.041666666666666664,4.0,BRONX,2.0,204.0
04 BRONX,Animal-Abuse,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.3409090909090909,4.0,BRONX,2.0,204.0
04 BRONX,Bike/Roller/Skate,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.5,4.0,BRONX,2.0,204.0
04 BRONX,Blocked Driveway,3,2026-09-17,2026-09-19T17:48:57.925768+00:00,5.5,0.3425925925925926,4.0,BRONX,2.0,204.0
04 BRONX,Building/Use,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.5,0.4861111111111111,4.0,BRONX,2.0,204.0
04 BRONX,Cannabis Retailer,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.36363636363636365,4.0,BRONX,2.0,204.0
04 BRONX,Consumer Complaint,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.5,0.5540540540540541,4.0,BRONX,2.0,204.0
04 BRONX,DOOR/WINDOW,16,2026-09-17,2026-09-19T17:48:57.925768+00:00,10.5,0.9736842105263158,4.0,BRONX,2.0,204.0
04 BRONX,Dirty Condition,4,2026-09-17,2026-09-19T17:48:57.925768+00:00,4.0,0.475,4.0,BRONX,2.0,204.0
04 BRONX,Drinking,2,2026-09-17,2026-09-19T17:48:57.925768+00:00,2.0,1.0,4.0,BRONX,2.0,204.0
04 BRONX,ELECTRIC,7,2026-09-17,2026-09-19T17:48:57.925768+00:00,7.0,0.9,4.0,BRONX,2.0,204.0
04 BRONX,ELEVATOR,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.2857142857142857,4.0,BRONX,2.0,204.0
04 BRONX,Elevator,4,2026-09-17,2026-09-19T17:48:57.925768+00:00,5.0,0.9696969696969697,4.0,BRONX,2.0,204.0
04 BRONX,Encampment,5,2026-09-17,2026-09-19T17:48:57.925768+00:00,6.0,0.7195121951219512,4.0,BRONX,2.0,204.0
04 BRONX,FLOORING/STAIRS,9,2026-09-17,2026-09-19T17:48:57.925768+00:00,7.0,0.8809523809523809,4.0,BRONX,2.0,204.0
04 BRONX,For Hire Vehicle Complaint,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.12,4.0,BRONX,2.0,204.0
04 BRONX,GENERAL,4,2026-09-17,2026-09-19T17:48:57.925768+00:00,5.0,0.776595744680851,4.0,BRONX,2.0,204.0
04 BRONX,Graffiti,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.3055555555555556,4.0,BRONX,2.0,204.0
04 BRONX,HEAT/HOT WATER,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,3.5,0.627906976744186,4.0,BRONX,2.0,204.0
04 BRONX,Homeless Person Assistance,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.08333333333333333,4.0,BRONX,2.0,204.0
04 BRONX,Illegal Dumping,4,2026-09-17,2026-09-19T17:48:57.925768+00:00,4.5,0.8163265306122449,4.0,BRONX,2.0,204.0
04 BRONX,Illegal Parking,21,2026-09-17,2026-09-19T17:48:57.925768+00:00,22.5,0.34615384615384615,4.0,BRONX,2.0,204.0
04 BRONX,Litter Basket Request,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.3409090909090909,4.0,BRONX,2.0,204.0
04 BRONX,Missed Collection,2,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.5,0.1875,4.0,BRONX,2.0,204.0
04 BRONX,Noise,3,2026-09-17,2026-09-19T17:48:57.925768+00:00,3.0,0.4722222222222222,4.0,BRONX,2.0,204.0
04 BRONX,Noise - Commercial,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,2.5,0.5121951219512195,4.0,BRONX,2.0,204.0
04 BRONX,Noise - Residential,18,2026-09-17,2026-09-19T17:48:57.925768+00:00,19.0,0.8032786885245902,4.0,BRONX,2.0,204.0
04 BRONX,Noise - Street/Sidewalk,18,2026-09-17,2026-09-19T17:48:57.925768+00:00,18.0,0.8813559322033898,4.0,BRONX,2.0,204.0
04 BRONX,Non-Emergency Police Matter,3,2026-09-17,2026-09-19T17:48:57.925768+00:00,2.5,0.7058823529411765,4.0,BRONX,2.0,204.0
04 BRONX,PAINT/PLASTER,16,2026-09-17,2026-09-19T17:48:57.925768+00:00,15.0,0.9615384615384616,4.0,BRONX,2.0,204.0
04 BRONX,PLUMBING,7,2026-09-17,2026-09-19T17:48:57.925768+00:00,9.0,0.7959183673469388,4.0,BRONX,2.0,204.0
04 BRONX,SAFETY,3,2026-09-17,2026-09-19T17:48:57.925768+00:00,2.0,0.625,4.0,BRONX,2.0,204.0
04 BRONX,Sewer Maintenance,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.13513513513513514,4.0,BRONX,2.0,204.0
04 BRONX,Street Condition,3,2026-09-17,2026-09-19T17:48:57.925768+00:00,3.0,0.32575757575757575,4.0,BRONX,2.0,204.0
04 BRONX,Street Light Condition,2,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.5,0.18032786885245902,4.0,BRONX,2.0,204.0
04 BRONX,UNSANITARY CONDITION,24,2026-09-17,2026-09-19T17:48:57.925768+00:00,28.5,0.9732142857142857,4.0,BRONX,2.0,204.0
04 BRONX,WATER LEAK,10,2026-09-17,2026-09-19T17:48:57.925768+00:00,8.0,0.9186046511627907,4.0,BRONX,2.0,204.0
04 BRONX,Water Maintenance,3,2026-09-17,2026-09-19T17:48:57.925768+00:00,3.0,0.39473684210526316,4.0,BRONX,2.0,204.0
04 BROOKLYN,APPLIANCE,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.125,4.0,BROOKLYN,3.0,304.0
04 BROOKLYN,Abandoned Bike,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.3333333333333333,4.0,BROOKLYN,3.0,304.0
04 BROOKLYN,Abandoned Vehicle,4,2026-09-17,2026-09-19T17:48:57.925768+00:00,3.5,0.5208333333333334,4.0,BROOKLYN,3.0,304.0
04 BROOKLYN,Asbestos,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.75,4.0,BROOKLYN,3.0,304.0
04 BROOKLYN,Blocked Driveway,8,2026-09-17,2026-09-19T17:48:57.925768+00:00,7.5,0.49074074074074076,4.0,BROOKLYN,3.0,304.0
04 BROOKLYN,Cannabis Retailer,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.36363636363636365,4.0,BROOKLYN,3.0,304.0
04 BROOKLYN,Consumer Complaint,3,2026-09-17,2026-09-19T17:48:57.925768+00:00,2.0,0.7432432432432432,4.0,BROOKLYN,3.0,304.0
04 BROOKLYN,Curb Condition,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.39285714285714285,4.0,BROOKLYN,3.0,304.0
04 BROOKLYN,DOOR/WINDOW,2,2026-09-17,2026-09-19T17:48:57.925768+00:00,2.0,0.23684210526315788,4.0,BROOKLYN,3.0,304.0
04 BROOKLYN,Damaged Tree,2,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.5,0.23684210526315788,4.0,BROOKLYN,3.0,304.0
04 BROOKLYN,Dead Animal,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.1206896551724138,4.0,BROOKLYN,3.0,304.0
04 BROOKLYN,Dead/Dying Tree,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.16666666666666666,4.0,BROOKLYN,3.0,304.0
04 BROOKLYN,Dirty Condition,6,2026-09-17,2026-09-19T17:48:57.925768+00:00,6.5,0.8416666666666667,4.0,BROOKLYN,3.0,304.0
04 BROOKLYN,Drug Activity,2,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.5,0.625,4.0,BROOKLYN,3.0,304.0
04 BROOKLYN,ELECTRIC,2,2026-09-17,2026-09-19T17:48:57.925768+00:00,2.5,0.5375,4.0,BROOKLYN,3.0,304.0
04 BROOKLYN,Electrical,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.5,4.0,BROOKLYN,3.0,304.0
04 BROOKLYN,Encampment,10,2026-09-17,2026-09-19T17:48:57.925768+00:00,7.0,0.7804878048780488,4.0,BROOKLYN,3.0,304.0
04 BROOKLYN,FLOORING/STAIRS,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.14285714285714285,4.0,BROOKLYN,3.0,304.0
04 BROOKLYN,Food Establishment,4,2026-09-17,2026-09-19T17:48:57.925768+00:00,2.5,0.7962962962962963,4.0,BROOKLYN,3.0,304.0
04 BROOKLYN,GENERAL,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.07446808510638298,4.0,BROOKLYN,3.0,304.0
04 BROOKLYN,Green Infrastructure,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.75,4.0,BROOKLYN,3.0,304.0
04 BROOKLYN,HEAT/HOT WATER,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,2.0,0.4186046511627907,4.0,BROOKLYN,3.0,304.0
04 BROOKLYN,Homeless Person Assistance,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.5,0.2777777777777778,4.0,BROOKLYN,3.0,304.0
04 BROOKLYN,Illegal Dumping,3,2026-09-17,2026-09-19T17:48:57.925768+00:00,4.0,0.7448979591836735,4.0,BROOKLYN,3.0,304.0
04 BROOKLYN,Illegal Parking,31,2026-09-17,2026-09-19T17:48:57.925768+00:00,24.5,0.45384615384615384,4.0,BROOKLYN,3.0,304.0
04 BROOKLYN,Lead,3,2026-09-17,2026-09-19T17:48:57.925768+00:00,2.0,0.6617647058823529,4.0,BROOKLYN,3.0,304.0
04 BROOKLYN,Maintenance or Facility,2,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.5,0.24444444444444444,4.0,BROOKLYN,3.0,304.0
04 BROOKLYN,Missed Collection,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.07291666666666667,4.0,BROOKLYN,3.0,304.0
04 BROOKLYN,Noise,4,2026-09-17,2026-09-19T17:48:57.925768+00:00,4.5,0.6481481481481481,4.0,BROOKLYN,3.0,304.0
04 BROOKLYN,Noise - Commercial,3,2026-09-17,2026-09-19T17:48:57.925768+00:00,4.5,0.7804878048780488,4.0,BROOKLYN,3.0,304.0
04 BROOKLYN,Noise - Residential,4,2026-09-17,2026-09-19T17:48:57.925768+00:00,8.0,0.27049180327868855,4.0,BROOKLYN,3.0,304.0
04 BROOKLYN,Noise - Street/Sidewalk,8,2026-09-17,2026-09-19T17:48:57.925768+00:00,12.0,0.7627118644067796,4.0,BROOKLYN,3.0,304.0
04 BROOKLYN,Non-Emergency Police Matter,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.16176470588235295,4.0,BROOKLYN,3.0,304.0
04 BROOKLYN,Obstruction,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.08888888888888889,4.0,BROOKLYN,3.0,304.0
04 BROOKLYN,Overgrown Tree/Branches,3,2026-09-17,2026-09-19T17:48:57.925768+00:00,2.5,0.5384615384615384,4.0,BROOKLYN,3.0,304.0
04 BROOKLYN,PAINT/PLASTER,2,2026-09-17,2026-09-19T17:48:57.925768+00:00,2.0,0.22115384615384615,4.0,BROOKLYN,3.0,304.0
04 BROOKLYN,PLUMBING,4,2026-09-17,2026-09-19T17:48:57.925768+00:00,2.5,0.24489795918367346,4.0,BROOKLYN,3.0,304.0
04 BROOKLYN,Panhandling,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.5,0.41304347826086957,4.0,BROOKLYN,3.0,304.0
04 BROOKLYN,Plumbing,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.375,4.0,BROOKLYN,3.0,304.0
04 BROOKLYN,Residential Disposal Complaint,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.19642857142857142,4.0,BROOKLYN,3.0,304.0
04 BROOKLYN,Rodent,3,2026-09-17,2026-09-19T17:48:57.925768+00:00,3.0,0.75,4.0,BROOKLYN,3.0,304.0
04 BROOKLYN,Sewer Maintenance,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.5,0.40540540540540543,4.0,BROOKLYN,3.0,304.0
04 BROOKLYN,Street Condition,2,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.5,0.08333333333333333,4.0,BROOKLYN,3.0,304.0
04 BROOKLYN,Street Light Condition,4,2026-09-17,2026-09-19T17:48:57.925768+00:00,3.5,0.5901639344262295,4.0,BROOKLYN,3.0,304.0
04 BROOKLYN,Street Sign - Damaged,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.5,0.78125,4.0,BROOKLYN,3.0,304.0
04 BROOKLYN,Street Sign - Missing,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.55,4.0,BROOKLYN,3.0,304.0
04 BROOKLYN,Street Sweeping Complaint,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.22580645161290322,4.0,BROOKLYN,3.0,304.0
04 BROOKLYN,Traffic Signal Condition,3,2026-09-17,2026-09-19T17:48:57.925768+00:00,4.5,0.92,4.0,BROOKLYN,3.0,304.0
04 BROOKLYN,UNSANITARY CONDITION,9,2026-09-17,2026-09-19T17:48:57.925768+00:00,7.0,0.44642857142857145,4.0,BROOKLYN,3.0,304.0
04 BROOKLYN,Unsanitary Animal Pvt Property,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.4166666666666667,4.0,BROOKLYN,3.0,304.0
04 BROOKLYN,Vendor Enforcement,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.2903225806451613,4.0,BROOKLYN,3.0,304.0
04 BROOKLYN,Water Conservation,2,2026-09-17,2026-09-19T17:48:57.925768+00:00,2.0,0.95,4.0,BROOKLYN,3.0,304.0
04 BROOKLYN,Water Maintenance,6,2026-09-17,2026-09-19T17:48:57.925768+00:00,3.5,0.47368421052631576,4.0,BROOKLYN,3.0,304.0
04 MANHATTAN,APPLIANCE,2,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.5,0.3125,4.0,MANHATTAN,1.0,104.0
04 MANHATTAN,Bus Stop Shelter Placement,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.5833333333333334,4.0,MANHATTAN,1.0,104.0
04 MANHATTAN,Commercial Disposal Complaint,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.5,4.0,MANHATTAN,1.0,104.0
04 MANHATTAN,DOOR/WINDOW,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.05263157894736842,4.0,MANHATTAN,1.0,104.0
04 MANHATTAN,Dirty Condition,4,2026-09-17,2026-09-19T17:48:57.925768+00:00,5.0,0.6333333333333333,4.0,MANHATTAN,1.0,104.0
04 MANHATTAN,Elevator,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.5,0.4090909090909091,4.0,MANHATTAN,1.0,104.0
04 MANHATTAN,Encampment,24,2026-09-17,2026-09-19T17:48:57.925768+00:00,31.0,0.975609756097561,4.0,MANHATTAN,1.0,104.0
04 MANHATTAN,FLOORING/STAIRS,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.14285714285714285,4.0,MANHATTAN,1.0,104.0
04 MANHATTAN,Food Poisoning,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.5,4.0,MANHATTAN,1.0,104.0
04 MANHATTAN,For Hire Vehicle Complaint,4,2026-09-17,2026-09-19T17:48:57.925768+00:00,3.0,0.62,4.0,MANHATTAN,1.0,104.0
04 MANHATTAN,For Hire Vehicle Report,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.75,4.0,MANHATTAN,1.0,104.0
04 MANHATTAN,GENERAL,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.5,0.20212765957446807,4.0,MANHATTAN,1.0,104.0
04 MANHATTAN,General Construction/Plumbing,2,2026-09-17,2026-09-19T17:48:57.925768+00:00,2.0,0.4787234042553192,4.0,MANHATTAN,1.0,104.0
04 MANHATTAN,HEAT/HOT WATER,6,2026-09-17,2026-09-19T17:48:57.925768+00:00,4.0,0.7558139534883721,4.0,MANHATTAN,1.0,104.0
04 MANHATTAN,Hazardous Material,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.3888888888888889,4.0,MANHATTAN,1.0,104.0
04 MANHATTAN,Homeless Person Assistance,12,2026-09-17,2026-09-19T17:48:57.925768+00:00,12.5,0.9444444444444444,4.0,MANHATTAN,1.0,104.0
04 MANHATTAN,Illegal Dumping,2,2026-09-17,2026-09-19T17:48:57.925768+00:00,2.5,0.46938775510204084,4.0,MANHATTAN,1.0,104.0
04 MANHATTAN,Illegal Parking,27,2026-09-17,2026-09-19T17:48:57.925768+00:00,21.0,0.3076923076923077,4.0,MANHATTAN,1.0,104.0
04 MANHATTAN,Indoor Air Quality,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.5,0.6379310344827587,4.0,MANHATTAN,1.0,104.0
04 MANHATTAN,Lead,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.14705882352941177,4.0,MANHATTAN,1.0,104.0
04 MANHATTAN,Lost Property,2,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.5,0.3333333333333333,4.0,MANHATTAN,1.0,104.0
04 MANHATTAN,Maintenance or Facility,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.06666666666666667,4.0,MANHATTAN,1.0,104.0
04 MANHATTAN,Mosquitoes,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.5,4.0,MANHATTAN,1.0,104.0
04 MANHATTAN,Noise,8,2026-09-17,2026-09-19T17:48:57.925768+00:00,12.0,0.9814814814814815,4.0,MANHATTAN,1.0,104.0
04 MANHATTAN,Noise - Commercial,10,2026-09-17,2026-09-19T17:48:57.925768+00:00,8.0,0.9024390243902439,4.0,MANHATTAN,1.0,104.0
04 MANHATTAN,Noise - Residential,8,2026-09-17,2026-09-19T17:48:57.925768+00:00,10.0,0.4262295081967213,4.0,MANHATTAN,1.0,104.0
04 MANHATTAN,Noise - Street/Sidewalk,6,2026-09-17,2026-09-19T17:48:57.925768+00:00,8.0,0.6440677966101694,4.0,MANHATTAN,1.0,104.0
04 MANHATTAN,Noise - Vehicle,3,2026-09-17,2026-09-19T17:48:57.925768+00:00,3.0,0.6125,4.0,MANHATTAN,1.0,104.0
04 MANHATTAN,Outdoor Dining,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.25,4.0,MANHATTAN,1.0,104.0
04 MANHATTAN,Overgrown Tree/Branches,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.16666666666666666,4.0,MANHATTAN,1.0,104.0
04 MANHATTAN,Panhandling,2,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.5,0.41304347826086957,4.0,MANHATTAN,1.0,104.0
04 MANHATTAN,Real Time Enforcement,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.25,4.0,MANHATTAN,1.0,104.0
04 MANHATTAN,Root/Sewer/Sidewalk Condition,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.25,4.0,MANHATTAN,1.0,104.0
04 MANHATTAN,SAFETY,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.15,4.0,MANHATTAN,1.0,104.0
04 MANHATTAN,Sidewalk Condition,3,2026-09-17,2026-09-19T17:48:57.925768+00:00,2.5,0.5434782608695652,4.0,MANHATTAN,1.0,104.0
04 MANHATTAN,Smoking or Vaping,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.4166666666666667,4.0,MANHATTAN,1.0,104.0
04 MANHATTAN,Standing Water,2,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.5,0.7857142857142857,4.0,MANHATTAN,1.0,104.0
04 MANHATTAN,Street Condition,4,2026-09-17,2026-09-19T17:48:57.925768+00:00,4.0,0.48484848484848486,4.0,MANHATTAN,1.0,104.0
04 MANHATTAN,Street Light Condition,5,2026-09-17,2026-09-19T17:48:57.925768+00:00,3.0,0.5,4.0,MANHATTAN,1.0,104.0
04 MANHATTAN,Taxi Complaint,5,2026-09-17,2026-09-19T17:48:57.925768+00:00,4.5,0.8461538461538461,4.0,MANHATTAN,1.0,104.0
04 MANHATTAN,Traffic Signal Condition,2,2026-09-17,2026-09-19T17:48:57.925768+00:00,2.5,0.49,4.0,MANHATTAN,1.0,104.0
04 MANHATTAN,UNSANITARY CONDITION,3,2026-09-17,2026-09-19T17:48:57.925768+00:00,3.5,0.16071428571428573,4.0,MANHATTAN,1.0,104.0
04 MANHATTAN,WATER LEAK,2,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.5,0.23255813953488372,4.0,MANHATTAN,1.0,104.0
04 MANHATTAN,Water Maintenance,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.5,0.16666666666666666,4.0,MANHATTAN,1.0,104.0
04 QUEENS,Blocked Driveway,17,2026-09-17,2026-09-19T17:48:57.925768+00:00,14.5,0.7222222222222222,4.0,QUEENS,4.0,404.0
04 QUEENS,Building Drinking Water Tank,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.5,4.0,QUEENS,4.0,404.0
04 QUEENS,Curb Condition,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.39285714285714285,4.0,QUEENS,4.0,404.0
04 QUEENS,Derelict Vehicles,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.23529411764705882,4.0,QUEENS,4.0,404.0
04 QUEENS,Dirty Condition,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.058333333333333334,4.0,QUEENS,4.0,404.0
04 QUEENS,Drinking,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.4444444444444444,4.0,QUEENS,4.0,404.0
04 QUEENS,Encampment,2,2026-09-17,2026-09-19T17:48:57.925768+00:00,2.0,0.3780487804878049,4.0,QUEENS,4.0,404.0
04 QUEENS,FLOORING/STAIRS,1,2026-09-17,2026-09-19T17:48:57.925768+00:00,1.0,0.14285714285714285,4.0,QUEENS,4.0,404.0
