community_board,complaint_type,count,date,ingested_at
10 QUEENS,Blocked Driveway,79,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
03 MANHATTAN,Illegal Parking,79,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
02 MANHATTAN,Noise - Street/Sidewalk,79,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
18 BROOKLYN,Noise - Residential,78,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
04 QUEENS,Noise - Residential,78,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
17 BROOKLYN,Blocked Driveway,76,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
09 BROOKLYN,Noise - Street/Sidewalk,75,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
09 MANHATTAN,Illegal Parking,75,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
04 QUEENS,Illegal Parking,74,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
10 QUEENS,Noise - Street/Sidewalk,74,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
07 MANHATTAN,Illegal Parking,73,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
11 MANHATTAN,Noise - Street/Sidewalk,73,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
01 MANHATTAN,Vendor Enforcement,72,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
12 BRONX,Blocked Driveway,72,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
01 BROOKLYN,Noise,71,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
12 BROOKLYN,Noise - Residential,70,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
07 BROOKLYN,Noise - Commercial,70,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
02 BROOKLYN,Noise - Street/Sidewalk,70,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
06 QUEENS,Illegal Parking,70,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
05 MANHATTAN,Illegal Parking,69,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
08 BROOKLYN,Noise - Residential,69,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
12 BRONX,Noise - Residential,69,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
04 BROOKLYN,Noise - Street/Sidewalk,69,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
15 BROOKLYN,Noise - Residential,69,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
05 QUEENS,Noise - Residential,68,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
12 MANHATTAN,UNSANITARY CONDITION,68,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
17 BROOKLYN,Noise - Street/Sidewalk,67,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
17 BROOKLYN,Illegal Parking,67,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
04 MANHATTAN,Illegal Parking,65,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
12 QUEENS,Blocked Driveway,65,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
14 QUEENS,Illegal Parking,65,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
02 QUEENS,Noise - Residential,64,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
09 BRONX,Noise - Street/Sidewalk,64,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
13 QUEENS,Noise - Residential,63,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
10 BROOKLYN,Blocked Driveway,61,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
08 BRONX,Noise - Residential,60,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
05 BROOKLYN,Noise - Street/Sidewalk,60,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
08 BROOKLYN,Noise - Street/Sidewalk,59,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
10 MANHATTAN,UNSANITARY CONDITION,59,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
02 QUEENS,Blocked Driveway,58,2026-09-12T00:00:00.000,2026-09-17T18:56:17.516904+00:00
