borough,complaint_type,count,date,ingested_at
BRONX,Unsanitary Animal Pvt Property,2,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
BRONX,Urinating in Public,2,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
BRONX,Water Conservation,2,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
BROOKLYN,Mosquitoes,2,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
BROOKLYN,Mold,2,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
QUEENS,New Tree Request,2,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
QUEENS,Lot Condition,2,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
BROOKLYN,Street Sign - Missing,2,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
QUEENS,Drinking,2,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
QUEENS,Electrical,2,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
QUEENS,Food Poisoning,2,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
QUEENS,Standing Water,2,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
QUEENS,Street Sign - Missing,2,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
BROOKLYN,Investigations and Discipline (IAD),2,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
BROOKLYN,Industrial Waste,2,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
QUEENS,Industrial Waste,2,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
QUEENS,Graffiti,2,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
BRONX,Traffic,2,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
Unspecified,For Hire Vehicle Complaint,2,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
QUEENS,Noise - House of Worship,2,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
QUEENS,OUTSIDE BUILDING,2,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
QUEENS,Outdoor Dining,2,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
BRONX,Institution Disposal Complaint,2,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
BRONX,Illegal Posting,2,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
STATEN ISLAND,Plumbing,2,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
STATEN ISLAND,Non-Emergency Police Matter,2,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
STATEN ISLAND,Noise - Vehicle,2,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
STATEN ISLAND,Street Sign - Dangling,2,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
BRONX,For Hire Vehicle Complaint,2,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
BRONX,Building Drinking Water Tank,2,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
BRONX,Bike/Roller/Skate,2,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
BRONX,Boilers,1,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
BRONX,Day Care,1,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
STATEN ISLAND,Street Sign - Damaged,1,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
STATEN ISLAND,Street Sign - Missing,1,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
STATEN ISLAND,Transfer Station Complaint,1,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
BRONX,Disorderly Youth,1,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
STATEN ISLAND,Special Projects Inspection Team (SPIT),1,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
Unspecified,Ferry Inquiry,1,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
Unspecified,Mobile Food Vendor,1,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
Unspecified,Overgrown Tree/Branches,1,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
BRONX,Hazardous Material,1,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
BRONX,Indoor Sewage,1,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
BRONX,Investigations and Discipline (IAD),1,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
BRONX,Lot Condition,1,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
QUEENS,Pet Sale,1,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
BRONX,Wood Pile Remaining,1,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
BROOKLYN,AHV Inspection Unit,1,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
BROOKLYN,New Tree Request,1,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
QUEENS,Mold,1,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
BROOKLYN,Illegal Animal Sold,1,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
BROOKLYN,LinkNYC,1,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
BROOKLYN,Litter Basket Complaint,1,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
QUEENS,Smoking or Vaping,1,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
QUEENS,Special Projects Inspection Team (SPIT),1,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
QUEENS,Drinking Water,1,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
QUEENS,E-Scooter,1,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
QUEENS,ELEVATOR,1,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
QUEENS,Green Infrastructure,1,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
QUEENS,Harboring Bees/Wasps,1,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
QUEENS,Hazardous Material,1,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
QUEENS,Highway Sign - Missing,1,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
BROOKLYN,Unleashed Dog,1,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
BROOKLYN,Unsanitary Pigeon Condition,1,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
BROOKLYN,Waste Water Treatment Plant,1,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
QUEENS,Tobacco or Non-Tobacco Sale,1,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
BROOKLYN,Green Infrastructure,1,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
BROOKLYN,Green Taxi Complaint,1,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
QUEENS,Unsanitary Animal Facility,1,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
QUEENS,Uprooted Stump,1,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
QUEENS,Water Conservation,1,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
QUEENS,Water Quality,1,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
MANHATTAN,Unsanitary Animal Pvt Property,1,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
MANHATTAN,Urinating in Public,1,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
QUEENS,BEST/Site Safety,1,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
QUEENS,Beach/Pool/Sauna Complaint,1,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
QUEENS,Bike Rack,1,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
QUEENS,Building Drinking Water Tank,1,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
MANHATTAN,Bus Stop Shelter Complaint,1,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
MANHATTAN,Cannabis Retailer,1,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
MANHATTAN,Commercial Disposal Complaint,1,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
MANHATTAN,Day Care,1,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
BRONX,Outdoor Dining,1,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
MANHATTAN,Tunnel Condition,1,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
STATEN ISLAND,Animal-Abuse,1,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
STATEN ISLAND,Broken Parking Meter,1,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
BROOKLYN,Day Care,1,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
BROOKLYN,Animal Facility - No Permit,1,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
BROOKLYN,Asbestos,1,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
BROOKLYN,Bench,1,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
BROOKLYN,Bike Rack,1,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
STATEN ISLAND,Day Care,1,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
STATEN ISLAND,Drinking,1,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
MANHATTAN,Sanitation Worker or Vehicle Complaint,1,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
BRONX,Mobile Food Vendor,1,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
BRONX,New Tree Request,1,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
BRONX,Noise - Helicopter,1,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
MANHATTAN,Green Taxi Complaint,1,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
MANHATTAN,Highway Sign - Missing,1,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
BRONX,Plumbing,1,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
BRONX,Scaffold Safety,1,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
MANHATTAN,Mosquitoes,1,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
MANHATTAN,Recycling Basket Complaint,1,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
STATEN ISLAND,Dumpster Complaint,1,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
STATEN ISLAND,Elevator,1,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
STATEN ISLAND,Encampment,1,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
STATEN ISLAND,HEAT/HOT WATER,1,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
STATEN ISLAND,Highway Condition,1,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
STATEN ISLAND,Homeless Person Assistance,1,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
STATEN ISLAND,Recycling Basket Complaint,1,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
STATEN ISLAND,Smoking or Vaping,1,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
BRONX,Special Projects Inspection Team (SPIT),1,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
BRONX,Street Sign - Damaged,1,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
BRONX,Street Sign - Dangling,1,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
MANHATTAN,Lot Condition,1,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
MANHATTAN,Mold,1,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
STATEN ISLAND,Litter Basket Request,1,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
STATEN ISLAND,Lot Condition,1,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
STATEN ISLAND,Unsanitary Pigeon Condition,1,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
STATEN ISLAND,Water Conservation,1,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
Unspecified,Building/Use,1,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
Unspecified,Consumer Complaint,1,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
Unspecified,Dead/Dying Tree,1,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
Unspecified,Ferry Complaint,1,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
BROOKLYN,Bus Stop Shelter Placement,1,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
BRONX,Asbestos,1,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
Unspecified,Vendor Enforcement,1,2026-09-17T00:00:00.000,2026-09-19T17:48:57.920883+00:00
