community_board,complaint_type,count,date,ingested_at
11 BROOKLYN,Lead,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
09 BRONX,PLUMBING,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
02 QUEENS,Street Light Condition,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
12 MANHATTAN,Dirty Condition,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
02 BRONX,DOOR/WINDOW,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
07 MANHATTAN,Noise - Vehicle,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
07 QUEENS,Building/Use,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
09 QUEENS,Consumer Complaint,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
07 QUEENS,Noise,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
14 BROOKLYN,GENERAL,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
08 MANHATTAN,Homeless Person Assistance,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
08 MANHATTAN,HEAT/HOT WATER,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
08 MANHATTAN,GENERAL,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
01 QUEENS,Overgrown Tree/Branches,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
01 QUEENS,Noise - Street/Sidewalk,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
05 BROOKLYN,Obstruction,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
11 BROOKLYN,Rodent,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
13 QUEENS,Traffic Signal Condition,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
09 BRONX,Street Condition,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
08 MANHATTAN,Curb Condition,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
13 BROOKLYN,Blocked Driveway,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
16 BROOKLYN,HEAT/HOT WATER,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
16 BROOKLYN,ELECTRIC,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
07 QUEENS,Traffic Signal Condition,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
15 BROOKLYN,Sewer Maintenance,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
12 QUEENS,Overgrown Tree/Branches,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
07 QUEENS,Sidewalk Condition,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
11 MANHATTAN,APPLIANCE,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
11 BROOKLYN,Traffic Signal Condition,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
11 BROOKLYN,Street Light Condition,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
10 MANHATTAN,Noise - Commercial,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
09 BRONX,Water Maintenance,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
09 BRONX,Street Light Condition,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
13 QUEENS,Sidewalk Condition,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
09 QUEENS,Water Maintenance,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
04 BRONX,Blocked Driveway,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
04 BRONX,Noise - House of Worship,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
12 BROOKLYN,UNSANITARY CONDITION,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
12 BROOKLYN,Rodent,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
08 BRONX,Dirty Condition,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
06 QUEENS,Panhandling,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
11 MANHATTAN,Maintenance or Facility,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
11 MANHATTAN,FLOORING/STAIRS,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
11 MANHATTAN,Encampment,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
01 STATEN ISLAND,Dead Animal,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
01 STATEN ISLAND,Damaged Tree,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
06 QUEENS,Noise,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
10 BROOKLYN,UNSANITARY CONDITION,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
10 BROOKLYN,Sidewalk Condition,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
07 BRONX,Dirty Condition,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
12 QUEENS,Rodent,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
08 BRONX,Abandoned Vehicle,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
01 BROOKLYN,Water Maintenance,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
04 BRONX,Street Condition,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
12 BROOKLYN,Noise - Street/Sidewalk,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
12 BROOKLYN,Noise,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
11 MANHATTAN,PAINT/PLASTER,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
17 BROOKLYN,DOOR/WINDOW,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
16 BROOKLYN,Traffic Signal Condition,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
15 BROOKLYN,Dirty Condition,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
13 QUEENS,Obstruction,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
08 BROOKLYN,FLOORING/STAIRS,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
04 QUEENS,Street Condition,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
11 MANHATTAN,Street Light Condition,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
18 BROOKLYN,For Hire Vehicle Complaint,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
01 MANHATTAN,Noise - Residential,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
Unspecified BROOKLYN,Homeless Person Assistance,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
04 BROOKLYN,Encampment,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
04 BROOKLYN,PAINT/PLASTER,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
01 STATEN ISLAND,Residential Disposal Complaint,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
18 BROOKLYN,Overgrown Tree/Branches,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
18 BROOKLYN,Noise - Residential,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
18 BROOKLYN,Illegal Dumping,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
18 BROOKLYN,HEAT/HOT WATER,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
03 MANHATTAN,DOOR/WINDOW,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
03 MANHATTAN,Consumer Complaint,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
03 MANHATTAN,Blocked Driveway,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
03 BROOKLYN,Water Maintenance,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
11 MANHATTAN,Water Maintenance,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
11 MANHATTAN,WATER LEAK,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
17 BROOKLYN,Dirty Condition,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
03 BROOKLYN,Animal-Abuse,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
13 BROOKLYN,Street Condition,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
02 BROOKLYN,Street Light Condition,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
02 BROOKLYN,Street Condition,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
08 BRONX,Sidewalk Condition,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
10 BRONX,Sidewalk Condition,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
07 BROOKLYN,Overgrown Tree/Branches,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
01 BROOKLYN,Overgrown Tree/Branches,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
16 BROOKLYN,Maintenance or Facility,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
08 BRONX,WATER LEAK,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
09 BROOKLYN,Noise,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
09 BROOKLYN,GENERAL,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
09 BROOKLYN,For Hire Vehicle Complaint,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
12 BRONX,APPLIANCE,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
11 QUEENS,Street Condition,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
10 BROOKLYN,Noise,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
10 BROOKLYN,Illegal Dumping,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
02 BROOKLYN,For Hire Vehicle Complaint,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
07 BROOKLYN,Blocked Driveway,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
10 BROOKLYN,Damaged Tree,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
12 BRONX,Traffic Signal Condition,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
10 BRONX,UNSANITARY CONDITION,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
15 BROOKLYN,Homeless Person Assistance,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
10 BROOKLYN,ELECTRIC,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
01 STATEN ISLAND,WATER LEAK,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
01 STATEN ISLAND,Sidewalk Condition,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
04 MANHATTAN,Lost Property,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
04 MANHATTAN,GENERAL,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
12 BRONX,Noise - Street/Sidewalk,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
12 BRONX,Illegal Dumping,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
04 MANHATTAN,PAINT/PLASTER,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
07 BRONX,WATER LEAK,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
07 BRONX,Street Condition,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
08 BRONX,Noise - Street/Sidewalk,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
02 BROOKLYN,For Hire Vehicle Report,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
06 BRONX,Noise - Street/Sidewalk,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
Unspecified QUEENS,Broken Parking Meter,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
03 QUEENS,Consumer Complaint,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
Unspecified MANHATTAN,Noise,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
Unspecified MANHATTAN,Broken Parking Meter,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
01 BRONX,PAINT/PLASTER,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
08 QUEENS,Noise - Park,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
08 QUEENS,Damaged Tree,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
08 QUEENS,PLUMBING,4,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
01 BRONX,WATER LEAK,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
01 BRONX,Illegal Posting,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
02 MANHATTAN,Dirty Condition,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
01 BRONX,ELECTRIC,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
08 QUEENS,Street Condition,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
01 BRONX,Rodent,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
01 BRONX,Street Condition,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
09 QUEENS,General Construction/Plumbing,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
12 MANHATTAN,Traffic Signal Condition,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
02 BRONX,PLUMBING,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
03 QUEENS,Non-Emergency Police Matter,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
03 QUEENS,WATER LEAK,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
12 QUEENS,Missed Collection,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
12 QUEENS,Maintenance or Facility,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
08 MANHATTAN,Lost Property,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
09 BRONX,General Construction/Plumbing,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
17 BROOKLYN,Street Light Condition,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
05 QUEENS,ELECTRIC,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
11 BRONX,Street Condition,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
11 BRONX,Overgrown Tree/Branches,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
11 BRONX,Noise - Vehicle,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
17 BROOKLYN,Sewer Maintenance,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
17 BROOKLYN,Rodent,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
01 STATEN ISLAND,Illegal Dumping,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
01 STATEN ISLAND,HEAT/HOT WATER,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
01 STATEN ISLAND,Root/Sewer/Sidewalk Condition,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
04 MANHATTAN,Noise - Vehicle,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
04 MANHATTAN,Noise - Street/Sidewalk,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
04 MANHATTAN,Illegal Dumping,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
12 BRONX,FLOORING/STAIRS,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
04 MANHATTAN,Sidewalk Condition,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
07 BRONX,Rodent,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
07 BROOKLYN,Illegal Fireworks,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
07 BROOKLYN,Drug Activity,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
09 BROOKLYN,Traffic Signal Condition,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
09 BROOKLYN,Rodent,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
03 BROOKLYN,Illegal Dumping,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
03 BROOKLYN,Illegal Animal Kept as Pet,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
03 BROOKLYN,Rodent,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
10 BROOKLYN,Maintenance or Facility,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
10 BROOKLYN,Lead,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
15 BROOKLYN,Obstruction,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
12 BROOKLYN,Air Quality,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
04 BROOKLYN,WATER LEAK,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
12 BRONX,SAFETY,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
12 BRONX,Root/Sewer/Sidewalk Condition,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
10 BRONX,WATER LEAK,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
08 BRONX,APPLIANCE,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
09 MANHATTAN,Maintenance or Facility,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
15 BROOKLYN,Non-Emergency Police Matter,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
15 BROOKLYN,Noise,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
10 BROOKLYN,GENERAL,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
10 BROOKLYN,Dirty Condition,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
07 BROOKLYN,APPLIANCE,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
01 STATEN ISLAND,Lead,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
08 BROOKLYN,DOOR/WINDOW,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
13 BROOKLYN,Encampment,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
08 BRONX,Street Light Condition,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
08 BRONX,PLUMBING,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
08 BRONX,PAINT/PLASTER,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
07 BROOKLYN,PLUMBING,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
07 BROOKLYN,Noise - Street/Sidewalk,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
18 BROOKLYN,PAINT/PLASTER,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
16 BROOKLYN,Noise - Street/Sidewalk,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
12 BROOKLYN,Consumer Complaint,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
08 BRONX,Water Maintenance,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
09 BROOKLYN,Maintenance or Facility,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
12 BRONX,Building/Use,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
11 QUEENS,Water Maintenance,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
04 QUEENS,Noise - Street/Sidewalk,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
11 QUEENS,Street Light Condition,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
01 BROOKLYN,Encampment,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
04 BROOKLYN,ELECTRIC,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
04 BROOKLYN,SAFETY,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
04 BROOKLYN,Noise - Park,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
04 BROOKLYN,Noise,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
16 BROOKLYN,Street Condition,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
08 BROOKLYN,Missed Collection,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
11 QUEENS,Dead/Dying Tree,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
17 BROOKLYN,Dead Animal,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
17 BROOKLYN,Damaged Tree,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
04 MANHATTAN,Maintenance or Facility,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
04 QUEENS,Abandoned Vehicle,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
03 BROOKLYN,Abandoned Vehicle,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
13 BROOKLYN,WATER LEAK,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
13 BROOKLYN,UNSANITARY CONDITION,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
13 BROOKLYN,PAINT/PLASTER,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
02 BROOKLYN,Sewer Maintenance,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
02 BROOKLYN,Water Maintenance,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
08 BROOKLYN,GENERAL,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
08 BROOKLYN,Rodent,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
09 BROOKLYN,Dirty Condition,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
01 STATEN ISLAND,Obstruction,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
11 MANHATTAN,Street Condition,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
18 BROOKLYN,Dirty Condition,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
18 BROOKLYN,APPLIANCE,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
09 BROOKLYN,ELECTRIC,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
13 QUEENS,Lead,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
03 BRONX,Non-Emergency Police Matter,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
13 QUEENS,Dead Animal,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
13 QUEENS,Cannabis Retailer,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
03 BROOKLYN,Encampment,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
Unspecified BROOKLYN,Broken Parking Meter,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
10 BROOKLYN,Noise - Vehicle,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
18 BROOKLYN,Green Infrastructure,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
12 QUEENS,Water Maintenance,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
12 QUEENS,WATER LEAK,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
80 QUEENS,Taxi Complaint,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
04 BRONX,Water Maintenance,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
12 BROOKLYN,Noise - Park,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
12 BROOKLYN,General Construction/Plumbing,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
07 BROOKLYN,Traffic Signal Condition,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
07 BROOKLYN,Street Light Condition,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
10 BRONX,Dirty Condition,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
10 BRONX,Derelict Vehicles,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
11 MANHATTAN,Non-Emergency Police Matter,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
05 BRONX,Water Maintenance,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
17 BROOKLYN,APPLIANCE,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
03 BRONX,Encampment,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
10 MANHATTAN,Homeless Person Assistance,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
10 MANHATTAN,GENERAL,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
06 MANHATTAN,WATER LEAK,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
10 MANHATTAN,ELECTRIC,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
10 BROOKLYN,WATER LEAK,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
06 QUEENS,Non-Emergency Police Matter,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
11 MANHATTAN,Homeless Person Assistance,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
01 QUEENS,Sewer Maintenance,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
01 QUEENS,Root/Sewer/Sidewalk Condition,3,2026-09-21T00:00:00.000,2026-09-23T18:53:09.128343+00:00
